user,item,rating,timestamp
3821,3186,2,975779882
3711,3826,4,966270560
587,3861,2,982711597
1442,3471,4,974757372
4523,2294,4,965059301
955,2871,5,975211447
2969,2083,4,1037585468
1883,1016,3,974874607
3364,2359,4,967670311
1680,1488,2,974838921
1495,1022,2,974764605
1050,585,3,974964166
1340,1233,3,974778603
5734,1393,4,979154911
1899,1395,4,975036876
5265,2396,5,961220576
1360,2700,4,974770449
5788,2798,1,958110528
1658,2248,2,974716585
5602,3793,4,968959467
1146,338,3,974939519
1546,3952,4,991795647
4972,1130,4,962606576
3933,593,5,965702142
3900,2735,2,965858871
2464,2739,5,974166606
4186,905,4,1030478140
5108,1965,4,962339063
2206,500,3,974606789
1835,1027,4,974880928
5788,3421,4,958108697
5166,908,5,961985140
3312,65,2,976673534
3233,1674,4,980652496
2942,527,5,971329019
92,2364,1,977807132
3483,2466,4,967067652
5459,367,5,959911530
5990,1955,4,956870342
2731,2396,5,973241759
5826,1396,4,957915159
1019,1252,5,975008937
731,3922,3,975530631
2820,2446,2,972676596
791,661,4,1010160787
2378,1682,2,974386932
3766,2735,3,966080818
5788,1325,1,958523422
5314,3684,3,960919245
4816,1673,3,962929168
1018,1307,5,975107677
675,2770,4,975618575
2230,1678,5,974598119
271,2052,4,979881909
2419,2423,4,974242029
4318,2805,4,965340936
3693,866,3,966358457
5523,1035,5,959650231
5614,1031,4,964400517
5955,3479,5,957108454
4041,2968,5,965502604
1031,2380,1,974998691
2794,260,5,972921449
351,2857,5,976324266
3998,3708,3,965577990
5674,1081,4,958678474
889,1762,3,975364370
406,605,4,976655494
4640,480,2,964018927
3499,1220,5,967233402
3279,3868,2,968194859
3724,2558,3,966223461
5172,2700,1,977084758
816,1997,4,975470457
4473,1954,5,965075730
2035,1035,4,974672983
5367,1897,3,960506888
3762,930,4,966093191
850,2068,5,975351586
5877,3053,3,957551771
256,1954,4,976677695
4029,3061,4,965514578
5603,527,1,959210896
3012,260,5,970597953
587,364,2,977115207
770,1682,2,975492249
4564,3089,3,964489880
3957,450,3,965674014
5888,1193,5,957478845
2527,1304,5,974058383
4689,2987,4,963614473
4549,2514,3,964574467
3816,2306,2,965954696
1891,1270,4,974693109
5164,920,3,961903087
4978,1374,4,962599239
5516,105,4,959705542
3565,1556,2,966782312
5574,1985,2,959294456
687,2282,4,975600348
1879,1224,5,979841733
2918,1370,3,973281090
10,943,4,978227166
4162,2762,5,965335779
284,1862,1,976576736
3213,2501,5,968518230
4786,1127,4,963005912
4116,3751,4,976336112
4041,2901,5,965513837
3120,912,5,969388928
1912,3910,1,994924130
462,1784,4,976230703
2665,2644,2,974822258
4390,1,4,965164304
1149,1198,4,974869516
146,2917,5,979939860
4918,610,4,963084382
5852,2997,5,957755576
1299,1270,5,974786155
3691,2421,1,966312618
2718,1357,5,973286714
4425,3258,3,965112182
4287,1371,3,965276529
846,3471,5,975811620
678,1363,3,989242323
4796,2528,3,962984375
973,2115,5,975860099
3929,1321,4,965709463
5555,1333,5,959827284
1524,3006,4,990939819
53,1680,5,977984657
3159,1663,4,969818815
175,708,2,977113817
3320,173,4,968522304
4666,2915,4,964799277
696,2987,4,975563157
4048,2701,3,965499262
1068,206,5,975018435
451,1962,5,976417118
5087,2003,3,962896785
546,235,3,976068943
5530,603,3,959994915
339,1957,4,976341543
3391,207,3,970064131
328,163,4,976396166
2792,1805,5,972933468
2062,2194,5,974660380
881,805,3,975265414
5960,3466,4,957028154
1044,1321,4,974966500
1659,524,1,974711153
855,2572,3,976411860
3416,3706,4,967409816
4350,377,4,975141087
3218,2013,3,968454485
2737,3259,3,973227013
5320,3578,4,960863205
3067,3258,4,996605349
4914,1380,5,962940792
2021,2716,4,974672935
2015,1377,3,974675059
3957,11,2,965673803
1676,1688,3,974851900
5650,3244,4,958863497
2754,2243,2,973195988
5087,2124,2,967344362
4750,1127,4,963534000
4425,750,4,965107327
6024,2000,5,956749585
2029,631,1,974670874
2941,3702,4,971347711
5271,2006,3,961141114
1441,356,5,974758777
804,2712,1,975397024
4356,3811,3,965190338
319,858,5,1002939818
1635,2403,5,974716568
1015,246,3,975104165
5336,3633,5,960761794
386,1288,5,976304169
31,934,3,978121765
1626,1258,4,974722148
1019,234,1,994517093
604,798,3,975872639
3444,539,4,967304443
1752,535,4,975733334
5759,349,2,958254734
4543,1042,3,966916257
3996,1920,4,965585256
1745,2672,4,974707019
4816,590,5,964742445
1393,246,3,974765409
3884,1200,3,965817093
1939,590,3,974690589
1701,913,4,984452842
5756,934,4,958258174
5278,2762,3,961100574
4957,2657,4,962638710
889,2724,1,975254327
4323,1073,5,965284751
3013,3804,3,970511293
4611,2094,3,964152135
1490,442,3,974771908
3693,2184,3,966357451
3835,111,5,965924861
3829,1973,3,965940736
5878,3072,5,957547609
4212,1129,3,965320233
4227,3391,1,965321487
2810,941,4,973458331
4378,2710,2,965175601
3704,1097,2,967160696
3226,1,4,968436164
1451,2411,3,991186316
4790,3262,2,970351476
4592,1103,4,965447091
5536,2701,2,959992343
5663,1907,4,958769615
3054,357,3,970616132
3207,3550,2,968569430
1088,982,4,1004140924
4021,3807,3,965521957
5250,2424,3,961358845
2903,2433,4,971855003
4670,1282,5,963800838
4447,3727,5,965174778
5035,3481,4,962554221
5313,3703,3,960920428
5885,339,4,957491171
1174,2358,3,974857759
3356,527,5,967696969
5716,1258,5,960325206
5558,3000,5,959390543
5440,1179,4,959995358
1402,457,4,974763926
5922,2017,2,957471490
963,1367,1,975207474
53,1608,5,977974662
5780,2770,3,958155210
272,1265,4,976695442
1191,1179,5,974851331
5150,151,4,961990683
836,3624,1,975360117
2068,1223,3,974660388
1587,1094,4,974742543
294,1649,3,976542256
3019,2136,3,970505137
887,593,3,975255429
347,3363,3,976332545
2962,3230,2,978981293
3506,1193,5,966978775
1675,3763,3,975243419
3012,2009,2,1044067303
860,1623,4,975342779
678,2968,4,978703287
2872,2692,4,972418587
4305,2648,3,965263594
3067,2906,3,969998720
5705,1722,3,958545683
1542,10,4,974745145
984,2922,3,975118419
963,1711,3,975120060
915,1969,1,975203013
2177,1907,4,974610639
4040,2163,3,965505309
2621,1909,2,973655573
258,2501,4,976671789
4823,3296,4,1019601917
2847,3285,2,1028961900
930,1361,3,1031434452
4458,6,3,965075867
4417,163,3,965136351
5896,2331,4,957458929
3624,3698,4,966563987
705,805,3,975546307
2102,2598,2,974654561
3732,1204,4,969168681
2290,3868,3,974517074
4837,2826,3,962891448
2627,296,5,973628311
5430,7,5,960073903
4616,2000,4,964139389
3195,2407,3,968641011
226,1186,3,976830774
2493,1252,5,974104954
1015,2124,4,979453486
4470,344,3,965067678
366,2797,4,976313624
2010,2643,2,974677673
3673,3742,3,966454243
5394,1008,3,1041185704
4169,3713,4,973310898
4888,2731,5,962739867
1858,362,4,974751117
216,2051,1,976867376
3483,3755,3,986499404
2164,2657,3,974614916
4841,3070,4,963431173
4387,1960,4,965170981
5748,2028,5,958346740
854,1845,3,975352271
5633,1580,5,959014047
1150,3556,4,974876383
4215,3654,4,965318206
5643,2075,2,982631273
2124,3471,5,974647411
5319,611,4,960865386
1659,1408,4,974711854
3471,2771,2,968032000
3536,2058,4,966888052
2983,1597,4,970908304
1396,2020,4,974763967
4115,2699,4,965362781
4086,1721,4,965434091
2608,1875,5,973727561
4450,1127,2,965087040
5268,1663,3,961171160
1635,1414,4,974773401
5809,2915,3,957986882
5806,1095,3,957986480
613,1185,3,975811291
2484,122,3,974147625
3361,1459,3,967687294
5103,2278,4,962409143
1551,1276,5,1013195434
3683,318,5,966350748
3401,2090,3,980127020
5650,1713,4,958865622
2172,780,2,974611512
3412,198,5,968726560
4448,161,4,966363661
139,1094,5,977362882
855,3747,5,975464826
3823,2986,4,965942105
5254,2700,4,961287114
4832,541,5,962998287
1073,483,5,975864815
3995,3299,1,965583779
1017,3351,3,975012354
968,1641,3,975115191
4026,2815,2,965517648
126,3901,2,977444518
4169,1057,5,975804087
5636,3394,1,1025247498
4595,1197,5,964653981
3509,480,4,966975426
2411,3608,5,974590859
932,2028,4,975187234
2200,329,4,974604995
1762,1240,5,974701737
651,1128,3,975705253
5786,1777,3,958267458
4995,123,3,968298291
4508,2991,3,964982155
2857,1127,3,972506380
3576,2011,3,966722330
889,2025,3,975254227
93,2409,3,977631362
3538,3114,5,966883915
1489,3554,2,975123427
1291,1295,3,980308817
3685,1594,5,966865331
190,541,3,977026650
1828,1405,2,974700846
6016,750,5,963617473
3683,2722,1,966353517
643,2763,3,975717852
5070,1234,4,962507439
3129,3420,5,969365124
928,1183,3,975194483
528,1882,2,976411389
4480,2478,2,965023832
4819,1958,5,962927583
4408,2056,3,965163249
998,356,5,975192546
5329,1682,5,961008396
2512,318,5,974071907
110,3918,2,977515086
1303,2729,2,1042295484
1676,135,3,974800601
2051,2571,4,974662322
445,2713,2,976241753
1317,2020,5,975210314
1207,2100,3,974915678
64,3273,4,977892637
5843,2105,3,957805599
1764,356,5,974708049
3531,527,5,966997349
621,2648,3,975797836
5621,2427,4,959096453
1501,1961,4,974928852
5394,1711,4,981231330
5172,3408,4,995329999
593,1271,3,975899753
1530,2528,2,1011820744
4169,1098,2,991268964
4779,1411,4,963148001
2092,457,3,974670280
482,1377,3,976241775
818,1635,5,975385792
2018,2712,4,974680881
487,260,2,976215197
5394,2186,4,981003342
3431,1674,5,967338505
1079,2336,4,974953301
583,783,4,982825761
2116,252,3,974647684
5163,924,4,961951441
5568,1704,5,959745003
687,3535,3,975600453
1613,6,4,974732026
234,1293,5,979270877
1413,1214,3,974763346
4054,533,2,965513690
1032,1193,4,974996586
1717,1627,3,1009259300
3557,1380,4,966806104
4452,3178,4,965087608
3696,34,5,966302466
48,2640,4,978064638
3878,3614,3,965836191
3299,39,4,968035720
4771,3098,4,963886175
2576,2194,4,973898977
474,1421,5,976241202
3625,520,2,966563144
3550,24,3,966999218
5107,1690,2,962334183
1889,1343,4,976399938
5686,1953,3,958683512
628,1580,4,975782240
6035,1884,1,956712588
5100,509,5,962717435
1605,3299,3,974730841
5168,1923,5,961892225
5901,1407,1,957396738
991,955,4,975449440
2907,2694,3,972180997
1451,2700,2,974757856
3074,648,4,982532570
3151,1214,5,968915188
4021,2863,5,965523784
3133,3146,4,969122948
2878,2081,3,972360425
195,3134,4,1032883765
5047,1721,3,962496006
5418,2973,3,960184212
2166,743,4,974613808
5240,236,4,965697114
4482,3253,4,965019858
2962,2659,3,978644746
5271,457,4,961138011
5650,3633,3,958868932
4401,3104,4,965160031
5099,1291,3,962366876
60,513,3,977932263
5378,3016,3,960402082
2105,3387,1,974668933
3648,1376,3,1002817901
2072,3098,5,974659158
2411,736,2,974589593
2184,3175,4,974607569
3367,1287,5,970081059
3807,742,3,965966572
818,1213,5,975385581
2810,2137,5,972771994
285,3911,5,976573725
478,1,5,976941051
5393,1674,4,960320764
4497,3917,1,972443750
509,18,4,976299115
1630,2012,3,974724939
4704,2006,3,963533342
1125,2916,5,974923024
4054,2746,4,965508288
1124,923,5,974908806
1650,1079,4,974716487
453,507,4,976236557
166,3005,3,977188156
4250,73,4,965311170
5037,141,4,962547296
531,2406,4,978729014
1882,1036,4,974703866
4628,2762,4,964051732
5039,2287,1,962512392
1294,927,4,974874213
2041,1977,1,974666979
4126,1717,4,1017839314
3934,3751,3,965702777
1574,2150,4,974737579
1666,1673,3,974712048
4686,2947,4,963622145
1531,1259,4,974744481
2934,277,4,971492857
4930,1028,5,962653262
1407,3060,5,974764310
3589,762,4,966659555
2994,1233,5,970707808
3908,2171,4,965932479
4763,924,1,963194336
1925,1286,2,1025967699
3438,2355,4,967389397
1848,1035,4,974696846
390,2654,4,976304163
4064,3158,3,965481430
4126,1379,2,1046029514
3517,541,3,966962069
2793,3198,5,972933892
1420,3578,3,975504412
3614,1863,1,966603953
93,2617,1,977632038
3581,1240,4,966699655
5091,1266,4,962390505
3140,2396,5,969039048
4351,2997,5,965438290
4647,81,3,963967662
2691,1694,5,976388465
3507,1224,3,966997026
42,1573,3,978040279
303,3429,5,976507138
5915,2724,5,957401968
3539,2745,4,967017934
3609,2700,4,966614899
149,1208,5,977588413
3420,50,4,989511002
2157,412,5,974621246
966,3418,4,975115599
3125,1407,3,993074359
3904,1580,4,965766836
3650,2395,4,970773905
5556,1821,4,959445005
190,474,4,977027990
5434,515,5,960043008
1318,3513,4,974779424
3778,656,2,966038561
4709,2918,4,963513483
5682,2268,5,958963349
5373,1196,4,960466483
4169,565,4,975804170
196,1834,4,977005540
5636,380,3,958966728
28,954,5,978125566
4374,3441,4,965179707
173,2238,5,1023478112
5911,858,4,957374053
4227,64,1,965325188
2163,208,4,974615507
963,2986,2,975121321
5759,1231,4,959818030
1426,1701,3,975442259
4088,1233,5,965430245
1545,2076,2,974745137
855,144,4,976340214
2941,1247,4,971348512
5491,1611,4,960870027
2470,1552,4,974158081
4609,589,4,964163556
4277,941,4,965293984
242,2268,4,976754037
549,150,3,976068727
1266,247,3,978577268
5989,60,4,956874389
5278,1944,5,962821261
2837,1210,4,972571576
4907,1949,4,962681075
1331,527,5,974950991
5698,3021,3,958755721
699,2792,2,986532736
318,1959,4,976426974
533,2471,2,976233254
4874,1953,5,962782024
4980,542,2,963981446
5235,2804,5,961447070
4093,2118,4,965421924
4591,1391,2,964306343
3651,3256,5,966463547
4777,3104,3,963027717
4508,2121,3,964989102
4186,2734,1,1017951502
328,667,2,976396805
4310,3844,5,965380682
3768,3508,4,966273782
3756,2167,4,966098686
5924,1882,3,957291485
1356,185,1,974783887
919,2160,5,975207442
5501,3045,3,959799626
5854,2322,5,957746764
3792,1982,3,966635469
2116,3248,4,983027934
4422,410,2,965118185
3685,1682,4,966865450
5812,2250,3,957945123
2063,1188,3,979407976
1356,3481,4,974770379
673,211,4,975619224
1878,2394,3,974844832
23,904,3,978465666
1701,303,3,983174523
1096,1584,4,974929643
1494,588,4,974750509
1698,1648,4,975877579
3285,2012,5,968118840
2046,3685,3,974665972
1234,1127,4,974833983
5794,2161,3,958069590
2149,1673,5,974620758
1889,1222,4,976401334
406,2401,4,976654417
5124,3703,3,962201213
5585,1347,5,959726473
4433,6,4,965099761
699,1005,1,975559096
2635,1969,4,973588711
4862,1374,4,962822512
1923,2454,2,974690354
4079,1097,5,965443186
4044,1359,3,965499067
181,3363,4,977089895
2484,3396,4,974146339
4979,1499,1,984543142
5364,217,3,960583423
1724,3252,5,974707970
2164,592,4,974613243
753,1644,4,1012167274
199,1366,2,976986358
5153,1042,4,961969137
409,3702,4,976291791
4834,2572,4,986181082
4834,10,3,1003771718
4083,2657,3,965436235
3989,1394,3,965600816
5682,3146,3,1026716116
3037,3252,5,970268529
3885,34,4,973715697
1264,1827,5,974820463
2389,260,5,974297601
4585,1909,4,964321364
2804,2100,3,972794107
3352,2553,4,967742560
560,2628,4,976046694
5205,2763,4,961640094
4947,733,3,962651011
1451,647,4,974768680
3344,1249,4,967777038
1440,1673,5,974758056
2214,969,5,974601883
2825,1312,4,972610923
456,318,5,976232550
3467,919,4,967161083
2120,1527,4,974863255
4149,1653,4,965343060
216,1639,1,976871402
2907,1042,3,971838222
5441,2001,4,959987877
5090,3528,5,972407963
4661,733,4,963867813
677,3566,3,975612298
3410,2022,3,967486359
1837,1921,4,976025631
1147,1237,3,974873010
5229,2707,5,961465026
1944,3594,4,974701878
3590,2470,4,966658048
3197,3741,5,968637020
1026,3578,4,975378554
4277,319,4,965387198
5365,1614,3,960504187
4643,912,5,963997497
4169,3330,5,976586672
3808,2997,4,965964791
2457,2087,4,974181209
1851,144,3,977346826
5334,2022,1,960795286
5126,1265,4,962155478
889,1298,2,975254772
999,3438,3,975046724
5263,1833,3,961191046
911,1586,4,975256826
2372,527,5,974675807
2765,1923,4,973128879
3650,45,3,970774377
1645,3844,5,975537847
3546,1180,3,967027318
1772,233,2,974856403
4415,2490,4,965144001
2589,1266,4,973865724
4508,1034,4,964988589
169,3256,5,977202342
216,3841,4,976863695
1779,2012,3,977034649
4204,356,5,965326704
2641,2719,1,974536069
4326,2190,1,965245188
4150,2278,5,965346286
3910,1210,3,965754739
1584,3600,1,974764467
5981,2529,1,956932769
5645,616,2,958930322
3968,1391,4,965664161
593,3408,4,1002855218
1423,3462,4,974759325
135,2395,5,977417066
3592,2247,4,970165541
245,2720,2,976737476
5614,2288,5,959203771
1388,47,4,974765344
2486,2890,5,974143203
2685,1957,4,973374526
6019,296,4,956760581
4379,196,2,965177473
4318,157,3,965341233
2676,3379,4,973402739
2903,2641,5,972003493
4126,3157,3,1016000959
5905,2371,4,957376083
2952,1293,4,971213409
3073,1885,5,969931931
2787,3081,3,972965948
3328,277,1,967917924
5468,504,3,967833182
3509,3549,2,967225426
2023,3471,2,974672526
5565,2542,4,1000931894
4238,2028,4,965311066
4732,2094,3,963636082
5365,2541,4,960503928
5755,1857,2,958282132
463,2997,2,976227569
629,247,2,975783668
1298,442,4,974828256
2380,2916,4,974330739
3635,3307,4,966516624
5041,593,5,962508873
1980,1268,4,974688200
3503,2560,3,1006814713
3901,2961,4,965769955
4524,1580,3,964813220
5220,1824,2,961546751
2677,2353,4,973396389
818,1476,3,975385917
1880,3183,4,974704142
4323,2683,5,965286598
1272,2908,3,974817644
2777,1552,3,973052311
5866,1258,5,957649506
3161,1197,5,968870625
601,1271,3,975884243
4715,3809,4,963508321
4521,1079,4,964838333
4502,2019,4,965093850
6016,2098,2,956779382
877,555,4,975268736
4995,3070,4,962595621
1408,2490,2,974762819
2878,277,3,973231851
1202,2681,4,1034121655
445,1129,4,976239845
1389,1587,3,974957008
2334,592,3,974426882
1383,451,2,975979657
4489,1213,5,980883491
5549,592,1,959472896
1072,1,5,974941593
1718,480,4,974705065
4508,2615,2,964981296
1599,1702,3,974825127
4162,17,4,965336200
5584,2634,1,959278009
1876,1769,3,974693119
3332,1961,3,967847025
3422,2694,3,967411151
6036,2463,2,956717573
1069,2168,2,974943710
4085,2,4,965454402
1675,1992,1,974709911
550,495,4,976169075
4765,2687,4,1012020853
4312,1883,5,965260946
587,3524,3,975944761
5620,3421,4,969985171
1263,2793,2,974820984
3781,1672,5,966027071
669,1918,4,975633678
4933,2289,4,962651159
2015,2300,4,974675755
1299,1097,5,974788110
409,1401,3,976291277
2820,2683,2,972664388
5475,357,5,994749233
4388,2352,4,965219575
3955,2490,2,965674675
202,3173,4,976938271
2109,587,3,974661363
1019,3481,3,1043264669
5925,2352,5,957284887
1383,3549,4,974768610
3617,1270,4,966599774
2937,7,3,971478831
4291,1562,2,965279107
88,318,4,977695475
3671,2115,5,966376277
4715,2792,4,963527917
2188,2155,3,974607929
5889,3090,3,960482146
4390,340,3,965162755
4867,3422,2,962892355
4274,2762,4,965301469
1561,1210,3,975787940
202,382,4,976935788
3280,1394,5,968168363
1224,919,5,974838054
889,431,2,975261757
720,2840,3,975529061
3054,923,5,970590882
5083,2268,5,962406992
3524,1304,5,966908383
4169,1611,3,973310633
4964,2971,4,962730471
3999,1866,1,965573710
1604,3916,2,974730967
1626,3147,4,974723628
4241,3157,4,983483245
2018,318,5,974679013
2807,750,5,972792879
3807,519,2,970440694
3163,344,4,968886612
4126,2107,3,999464145
5567,1968,5,959347689
4879,2468,3,962765118
4995,832,3,962594349
3060,16,3,970021415
748,3917,3,975461270
3887,1875,3,965807491
4852,3365,4,962848924
4425,1493,3,965107309
2020,3421,5,974673207
2976,2513,4,971021635
4697,2193,5,963596554
846,1089,5,975559436
2684,207,2,985991397
890,1136,2,975470694
5070,1354,5,962469119
1699,2182,4,974710217
2010,575,1,974682872
5047,521,3,966134374
2026,2941,3,974672954
3401,420,2,967431959
117,2995,3,977504544
5277,3462,4,961781705
386,39,3,976303169
5302,2961,3,960953887
1203,1635,4,974927258
1861,2006,4,974702503
2887,640,3,972192619
1584,448,2,974965898
5703,1252,5,958575867
1516,1721,5,976296564
3834,3208,5,966405808
5512,2410,4,959714489
1129,1079,4,974907492
132,1261,4,977428729
3452,3653,4,967241504
5210,3707,4,961611165
1546,608,4,974820503
5570,70,3,959541831
3675,2940,4,966367716
3724,1299,4,966224264
702,3134,3,975562562
1495,1059,3,974749025
4194,1500,4,965326994
505,1270,5,976210163
5597,366,5,959214662
3993,3617,4,965592766
3974,837,4,965655313
3292,978,5,968082581
1017,750,2,975009176
919,2202,4,975205919
2565,11,5,973965447
699,575,2,975559999
4829,3066,4,1002924054
2766,1262,5,973650050
2895,280,4,971987416
5530,74,1,959996427
1328,2405,3,974995557
2702,1320,4,973389752
3962,3795,1,965671055
3669,2502,5,966379252
5854,457,5,957745797
3807,2740,2,965967105
5353,541,4,960617696
595,2396,5,975896313
5354,1097,3,960597455
3108,1950,4,969499806
2892,1198,5,972005908
1489,2542,1,975121172
744,3701,1,975468843
271,2019,4,976636371
2983,464,5,970908386
3891,2657,5,965799910
4221,924,5,965317201
5394,1373,3,1010183419
3528,1981,3,966901381
4433,3699,3,965099389
3217,945,4,968784179
1193,333,3,974855729
3227,3254,1,969646066
5387,168,4,960330261
176,2797,4,977099415
1088,3545,2,1037975708
5059,1479,4,962487549
2978,2968,3,970966364
5558,2324,4,959390713
2565,185,4,973971034
604,474,4,975872228
718,1213,4,975528363
4283,3396,3,965278155
1883,345,4,974694002
4673,913,4,963760310
5543,3253,4,959515390
2501,2987,5,994950648
5794,2243,5,958070203
855,1923,4,976406676
2453,3347,4,980727408
3963,2020,3,971297831
1741,2006,4,974709543
3185,2531,5,968699902
4517,256,1,964865660
5450,788,1,959953341
5037,1947,4,962549316
4870,1835,4,962817650
5408,3675,5,960245533
5501,2296,1,959800220
1243,1036,4,999642292
2535,2997,5,974052381
4083,1265,5,965435411
4274,454,3,965301863
3051,2625,3,979890236
3673,233,3,966745524
1870,589,3,974693838
2124,246,4,974646494
2353,2797,5,974402627
2939,2020,5,971412116
2894,2948,5,971987233
4058,1302,4,996712687
3635,1068,4,966516941
92,2058,3,986711265
4953,474,4,962638810
1279,1176,5,974796736
2262,1690,3,974582118
4506,3082,4,964980884
4060,597,4,965491233
2489,1635,3,1022520417
1631,3244,4,974717333
1812,2826,4,974845928
1748,1678,3,1012946856
1267,1931,4,974827399
5039,1234,1,962513287
4447,1270,3,965087970
5174,3055,5,961862982
4169,3255,4,973310898
4500,3578,4,964997265
1605,1617,3,993573397
5428,349,5,960086402
294,1454,4,976542811
355,1485,4,976676608
5333,838,5,960825194
1776,1968,1,974700534
5871,1172,5,957799833
2453,222,3,974190075
4528,25,5,981322156
1658,1676,5,974713832
5054,648,3,1025053074
716,3717,4,982882125
3246,1193,5,968306916
5728,2335,4,958473959
5526,2231,3,959634672
2590,2747,3,973839939
5283,2858,5,961095530
3470,2997,3,967149657
5681,778,4,958608752
4054,1245,4,965503789
4227,3153,4,965314897
5716,1303,4,960325220
3345,3841,3,967774804
5560,3671,1,959375535
2751,1136,3,973197620
2340,1197,5,974419522
5038,1952,4,963797437
1023,661,4,975003930
1851,2605,3,974696616
4361,3074,5,965187210
1984,1515,1,974769622
528,2122,1,991346075
1285,599,5,975658076
4812,1598,1,962932424
4277,2401,5,975252325
5916,2097,3,957459650
3129,555,5,969367325
4213,318,5,965844526
2438,3148,4,974299812
2481,2352,5,974225982
4386,2407,5,965230271
1790,2124,5,974703436
5077,750,5,962565199
5603,3535,1,959207651
4918,1288,4,962678934
2454,260,5,974234293
2398,515,5,974277633
5964,923,5,956992998
3940,3543,4,965916840
1132,1291,5,974887852
4627,3397,4,964109954
5397,94,2,966973881
1483,3704,2,974759360
4899,1073,4,969320833
3054,2791,4,1039399261
3519,3763,3,968352884
2063,1093,4,975375751
5403,2208,3,960311300
5084,2103,4,962766826
3952,1688,4,974595143
5118,185,2,962297282
830,1407,5,975368591
3699,1219,4,966294343
5504,1965,4,959734364
6040,357,3,956705185
4706,265,3,963527170
4335,1196,4,965241263
5532,3422,3,959620189
2411,3072,4,974590645
2766,2526,3,973651264
861,2716,5,975341773
2168,1199,5,1014535633
4972,2528,4,962607079
4629,2861,1,964043670
3224,1629,2,968522882
5954,3105,5,957703417
4964,272,4,962620270
1731,3618,4,974705624
4318,1225,4,965378845
3050,2916,5,970178991
4816,1953,5,962930499
2063,3702,4,975797339
3509,413,3,985765666
4518,1179,5,964843977
5954,940,1,957650099
